Airline,SourceAirport,DestinationAirport,SourceAirport_City,SourceAirport_Country,SourceAirport_Latitude,SourceAirport_Longitude,SourceAirport_Altitude,DestinationAirport_City,DestinationAirport_Country,DestinationAirport_Latitude,DestinationAirport_Longitude,DestinationAirport_Altitude,Distance,FlyTime,Price
Etihad Airways,John F Kennedy International Airport,Abu Dhabi International Airport,New York,United States,40.63980103,-73.77890015,13,Abu Dhabi,United Arab Emirates,24.433000564575195,54.651100158691406,88,11031.397921294822,14.509577746922382,1191.3539790015375
Etihad Airways,Imam Khomeini International Airport,Abu Dhabi International Airport,Tehran,Iran,35.416099548339844,51.15219879150391,3305,Abu Dhabi,United Arab Emirates,24.433000564575195,54.651100158691406,88,1266.6814529891146,2.483021085775235,147.294334165851
Etihad Airways,Hamad International Airport,Abu Dhabi International Airport,Doha,Qatar,25.273056,51.608056,13,Abu Dhabi,United Arab Emirates,24.433000564575195,54.651100158691406,88,320.91850477849505,1.220904788505313,39.373376129439706
Etihad Airways,Lester B. Pearson International Airport,Abu Dhabi International Airport,Toronto,Canada,43.6772003174,-79.63059997559999,569,Abu Dhabi,United Arab Emirates,24.433000564575195,54.651100158691406,88,11122.330388970007,14.586878311691374,1151.5024453589162
Etihad Airways,Washington Dulles International Airport,Abu Dhabi International Airport,Washington,United States,38.94449997,-77.45580292,312,Abu Dhabi,United Arab Emirates,24.433000564575195,54.651100158691406,88,11386.790978568979,14.487033892780971,1233.9990155048724
Sudan Airways,Sharjah International Airport,Abu Dhabi International Airport,Sharjah,United Arab Emirates,25.32859992980957,55.5172004699707,111,Abu Dhabi,United Arab Emirates,24.433000564575195,54.651100158691406,88,132.47702062311456,0.7573953789177863,64.84154328906232
Kish Air,Kish International Airport,Abu Dhabi International Airport,Kish Island,Iran,26.5261993408,53.9802017212,101,Abu Dhabi,United Arab Emirates,24.433000564575195,54.651100158691406,88,242.29827783301252,1.0280116490660225,115.58577257892787
Aeroflot Russian Airlines,Hartsfield Jackson Atlanta International Airport,John F Kennedy International Airport,Atlanta,United States,33.6367,-84.428101,1026,New York,United States,40.63980103,-73.77890015,13,1222.0934389187266,1.8949371474318693,208.8043506388546
Turkish Airlines,Atatürk International Airport,John F Kennedy International Airport,Istanbul,Turkey,40.976898,28.8146,163,New York,United States,40.63980103,-73.77890015,13,8051.744239939527,10.006514457508697,836.7714079883192
Finnair,Montreal / Pierre Elliott Trudeau International Airport,John F Kennedy International Airport,Montreal,Canada,45.4706001282,-73.7407989502,118,New York,United States,40.63980103,-73.77890015,13,537.169252610054,1.5098023478079658,131.67891755140232
Finnair,Lester B. Pearson International Airport,John F Kennedy International Airport,Toronto,Canada,43.6772003174,-79.63059997559999,569,New York,United States,40.63980103,-73.77890015,13,588.5961316237577,1.668948427974731,118.3651699544236
Cathay Pacific,Vancouver International Airport,John F Kennedy International Airport,Vancouver,Canada,49.193901062,-123.183998108,14,New York,United States,40.63980103,-73.77890015,13,3930.3874407757266,5.078808651860138,413.1076952748891
Emirates,Dubai International Airport,John F Kennedy International Airport,Dubai,United Arab Emirates,25.2527999878,55.3643989563,62,New York,United States,40.63980103,-73.77890015,13,11001.514516159175,14.338771569914186,1173.4486220369595
Etihad Airways,McCarran International Airport,John F Kennedy International Airport,Las Vegas,United States,36.08010101,-115.1520004,2181,New York,United States,40.63980103,-73.77890015,13,3609.2825234219513,5.348731556412709,395.53183321244046
Etihad Airways,Louis Armstrong New Orleans International Airport,John F Kennedy International Airport,New Orleans,United States,29.99340057373047,-90.25800323486328,4,New York,United States,40.63980103,-73.77890015,13,1901.489710510044,2.9677240600045303,245.6711267127522
Etihad Airways,Abu Dhabi International Airport,John F Kennedy International Airport,Abu Dhabi,United Arab Emirates,24.433000564575195,54.651100158691406,88,New York,United States,40.63980103,-73.77890015,13,11031.397921294822,14.560107056542591,1118.5513823750584
Qatar Airways,Chicago O'Hare International Airport,John F Kennedy International Airport,Chicago,United States,41.9786,-87.9048,672,New York,United States,40.63980103,-73.77890015,13,1187.8355870120465,1.8375148381382025,166.07465899504973
Qatar Airways,Hamad International Airport,John F Kennedy International Airport,Doha,Qatar,25.273056,51.608056,13,New York,United States,40.63980103,-73.77890015,13,10769.458492792071,14.027080916057152,1173.86655930565
Qatar Airways,San Diego International Airport,John F Kennedy International Airport,San Diego,United States,32.7336006165,-117.190002441,17,New York,United States,40.63980103,-73.77890015,13,3928.037600752204,4.904592481879604,461.0322187948465
United Airlines,Los Angeles International Airport,John F Kennedy International Airport,Los Angeles,United States,33.94250107,-118.4079971,125,New York,United States,40.63980103,-73.77890015,13,3974.196710879195,5.3718710666984935,459.721013151017
United Airlines,Washington Dulles International Airport,John F Kennedy International Airport,Washington,United States,38.94449997,-77.45580292,312,New York,United States,40.63980103,-73.77890015,13,366.31990566737613,1.0059630863603497,43.09508887017104
United Airlines,San Francisco International Airport,John F Kennedy International Airport,San Francisco,United States,37.61899948120117,-122.375,13,New York,United States,40.63980103,-73.77890015,13,4151.78626192503,5.582396319865015,429.4258165151396
American Airlines,Orlando International Airport,John F Kennedy International Airport,Orlando,United States,28.429399490356445,-81.30899810791016,96,New York,United States,40.63980103,-73.77890015,13,1521.3886141530445,2.1111071126723226,166.12551802260182
American Airlines,Tampa International Airport,John F Kennedy International Airport,Tampa,United States,27.975500106811523,-82.533203125,26,New York,United States,40.63980103,-73.77890015,13,1619.5243554558733,2.525585070053432,237.55904989049705
American Airlines,Dallas Fort Worth International Airport,John F Kennedy International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,607,New York,United States,40.63980103,-73.77890015,13,2234.896132049454,3.762459861629307,262.74317150400753
American Airlines,Miami International Airport,John F Kennedy International Airport,Miami,United States,25.79319953918457,-80.29060363769531,8,New York,United States,40.63980103,-73.77890015,13,1757.1215161369057,2.6099294816924434,263.4732328082986
American Airlines,Calgary International Airport,John F Kennedy International Airport,Calgary,Canada,51.113899231,-114.019996643,3557,New York,United States,40.63980103,-73.77890015,13,3277.130050883515,4.1937896629194045,364.7673562479337
American Airlines,Charlotte Douglas International Airport,John F Kennedy International Airport,Charlotte,United States,35.2140007019043,-80.94309997558594,748,New York,United States,40.63980103,-73.77890015,13,870.5292109233396,1.6468204829904063,137.74899115871753
American Airlines,Cincinnati Northern Kentucky International Airport,John F Kennedy International Airport,Cincinnati,United States,39.0488014221,-84.6678009033,896,New York,United States,40.63980103,-73.77890015,13,945.6585044128649,1.3193527155038764,146.23761420731662
American Airlines,General Edward Lawrence Logan International Airport,John F Kennedy International Airport,Boston,United States,42.36429977,-71.00520325,20,New York,United States,40.63980103,-73.77890015,13,300.17797708950224,1.3151880857807527,101.909851613033
American Airlines,Austin Bergstrom International Airport,John F Kennedy International Airport,Austin,United States,30.194499969482425,-97.6698989868164,542,New York,United States,40.63980103,-73.77890015,13,2445.4633582429747,3.2801851071525396,291.09297559709836
American Airlines,Nashville International Airport,John F Kennedy International Airport,Nashville,United States,36.1245002746582,-86.6781997680664,599,New York,United States,40.63980103,-73.77890015,13,1229.7612469004102,2.01133027790794,187.52136874284557
American Airlines,Baltimore/Washington International Thurgood Marshall Airport,John F Kennedy International Airport,Baltimore,United States,39.1754,-76.668297,146,New York,United States,40.63980103,-73.77890015,13,295.3609443349576,0.6949170710537493,53.72041224405065
American Airlines,Cleveland Hopkins International Airport,John F Kennedy International Airport,Cleveland,United States,41.4117012024,-81.8498001099,791,New York,United States,40.63980103,-73.77890015,13,682.2070027191426,1.1902984176815212,112.80511279294518
American Airlines,John Glenn Columbus International Airport,John F Kennedy International Airport,Columbus,United States,39.998001,-82.891899,815,New York,United States,40.63980103,-73.77890015,13,775.5465010272744,1.3381379004617484,87.19379606643109
American Airlines,Ronald Reagan Washington National Airport,John F Kennedy International Airport,Washington,United States,38.8521,-77.037697,15,New York,United States,40.63980103,-73.77890015,13,342.2182043046061,1.0647950849096248,49.254062227033785
American Airlines,Indianapolis International Airport,John F Kennedy International Airport,Indianapolis,United States,39.7173,-86.294403,797,New York,United States,40.63980103,-73.77890015,13,1067.3034122661404,2.0646490414089462,139.1346457288243
American Airlines,Norfolk International Airport,John F Kennedy International Airport,Norfolk,United States,36.89459991455078,-76.20120239257812,26,New York,United States,40.63980103,-73.77890015,13,466.35149334600254,1.3869836603551007,54.62295980682779
American Airlines,Phoenix Sky Harbor International Airport,John F Kennedy International Airport,Phoenix,United States,33.43429946899414,-112.01200103759766,1135,New York,United States,40.63980103,-73.77890015,13,3458.1190636738716,4.326602043306231,365.36631483236005
American Airlines,Pittsburgh International Airport,John F Kennedy International Airport,Pittsburgh,United States,40.49150085,-80.23290253,1203,New York,United States,40.63980103,-73.77890015,13,545.2996354862205,1.5284577510570845,116.33385405875372
American Airlines,Raleigh Durham International Airport,John F Kennedy International Airport,Raleigh-durham,United States,35.87760162353516,-78.7874984741211,435,New York,United States,40.63980103,-73.77890015,13,686.5030412178495,0.8810924400624627,106.17960052490659
American Airlines,Seattle Tacoma International Airport,John F Kennedy International Airport,Seattle,United States,47.449001,-122.308998,433,New York,United States,40.63980103,-73.77890015,13,3886.637904486668,5.389191189993374,453.5106138447701
JetBlue Airways,Fort Lauderdale Hollywood International Airport,John F Kennedy International Airport,Fort Lauderdale,United States,26.072599,-80.152702,9,New York,United States,40.63980103,-73.77890015,13,1723.289279191192,2.976482512839295,255.80421434029665
JetBlue Airways,Jacksonville International Airport,John F Kennedy International Airport,Jacksonville,United States,30.49410057067871,-81.68789672851562,30,New York,United States,40.63980103,-73.77890015,13,1334.4682681922573,1.6727022500306443,143.33737970795536
JetBlue Airways,Palm Beach International Airport,John F Kennedy International Airport,West Palm Beach,United States,26.68320083618164,-80.09559631347656,19,New York,United States,40.63980103,-73.77890015,13,1657.141531836393,2.673960971051509,225.72976173863302
JetBlue Airways,Southwest Florida International Airport,John F Kennedy International Airport,Fort Myers,United States,26.53619956970215,-81.75520324707031,30,New York,United States,40.63980103,-73.77890015,13,1731.6450361616614,3.010969520473465,241.7124822203353
JetBlue Airways,Syracuse Hancock International Airport,John F Kennedy International Airport,Syracuse,United States,43.11119842529297,-76.1063003540039,421,New York,United States,40.63980103,-73.77890015,13,335.6030907094932,0.9273864578353117,50.16473995465841
JetBlue Airways,Albuquerque International Sunport,John F Kennedy International Airport,Albuquerque,United States,35.040199,-106.609001,5355,New York,United States,40.63980103,-73.77890015,13,2931.4421427848906,4.092662346555226,387.2429516209692
JetBlue Airways,Burlington International Airport,John F Kennedy International Airport,Burlington,United States,44.4719009399,-73.15329742429999,335,New York,United States,40.63980103,-73.77890015,13,429.17603299579406,0.8062634463744002,77.8832010205677
JetBlue Airways,Buffalo Niagara International Airport,John F Kennedy International Airport,Buffalo,United States,42.94049835,-78.73220062,728,New York,United States,40.63980103,-73.77890015,13,483.6972802350098,0.9942270349845646,100.12774013056857
JetBlue Airways,Bob Hope Airport,John F Kennedy International Airport,Burbank,United States,34.20069885253906,-118.35900115966795,778,New York,United States,40.63980103,-73.77890015,13,3958.4122039763365,5.688229218291454,398.42134995507104
JetBlue Airways,Charleston Air Force Base-International Airport,John F Kennedy International Airport,Charleston,United States,32.89860153,-80.04049683,46,New York,United States,40.63980103,-73.77890015,13,1025.0077423756181,1.6538743804643983,129.7878675485963
JetBlue Airways,Denver International Airport,John F Kennedy International Airport,Denver,United States,39.861698150635,-104.672996521,5431,New York,United States,40.63980103,-73.77890015,13,2609.7820968124774,3.867853679334513,341.55572255521577
JetBlue Airways,William P Hobby Airport,John F Kennedy International Airport,Houston,United States,29.64539909,-95.27890015,46,New York,United States,40.63980103,-73.77890015,13,2296.0918448045954,3.6906920197181483,285.9445668567261
JetBlue Airways,Long Beach /Daugherty Field/ Airport,John F Kennedy International Airport,Long Beach,United States,33.81769943,-118.1520004,60,New York,United States,40.63980103,-73.77890015,13,3958.329073246841,5.0831194406577085,418.54154444946664
JetBlue Airways,Metropolitan Oakland International Airport,John F Kennedy International Airport,Oakland,United States,37.721298,-122.221001,9,New York,United States,40.63980103,-73.77890015,13,4135.145217397331,5.431988225617607,430.7048979700061
JetBlue Airways,Portland International Airport,John F Kennedy International Airport,Portland,United States,45.58869934,-122.5979996,31,New York,United States,40.63980103,-73.77890015,13,3938.8658646037493,5.345439942797878,482.1575801352325
JetBlue Airways,Greater Rochester International Airport,John F Kennedy International Airport,Rochester,United States,43.118900299072266,-77.67240142822266,559,New York,United States,40.63980103,-73.77890015,13,424.05560787035296,1.18806044889704,110.84374392214971
JetBlue Airways,Savannah Hilton Head International Airport,John F Kennedy International Airport,Savannah,United States,32.12760162,-81.20210266,50,New York,United States,40.63980103,-73.77890015,13,1155.4715148894195,1.553918269773222,186.46753662659017
JetBlue Airways,Norman Y. Mineta San Jose International Airport,John F Kennedy International Airport,San Jose,United States,37.362598,-121.929001,62,New York,United States,40.63980103,-73.77890015,13,4124.782936439809,5.667132843212242,502.0117857439018
JetBlue Airways,Salt Lake City International Airport,John F Kennedy International Airport,Salt Lake City,United States,40.78839874267578,-111.97799682617188,4227,New York,United States,40.63980103,-73.77890015,13,3193.601944535753,4.329315183523776,344.0575735713171
JetBlue Airways,Sacramento International Airport,John F Kennedy International Airport,Sacramento,United States,38.69540023803711,-121.59100341796876,27,New York,United States,40.63980103,-73.77890015,13,4047.319555216993,5.139245055036473,470.2483042623861
JetBlue Airways,Sarasota Bradenton International Airport,John F Kennedy International Airport,Sarasota,United States,27.39539909362793,-82.55439758300781,30,New York,United States,40.63980103,-73.77890015,13,1678.009372958177,3.076607597057593,182.28040330367872
JetBlue Airways,Portland International Jetport Airport,John F Kennedy International Airport,Portland,United States,43.64619827,-70.30930328,76,New York,United States,40.63980103,-73.77890015,13,439.8963095281477,0.9567524436324197,48.42914042604145
